regime,feature_level,n_template_dims,classifier,n_folds,accuracy_mean,accuracy_std,accuracy_ci_lo,accuracy_ci_hi,auc_mean,auc_std,auc_ci_lo,auc_ci_hi,eer_mean,eer_std,eer_ci_lo,eer_ci_hi,precision_mean,precision_std,precision_ci_lo,precision_ci_hi,recall_mean,recall_std,recall_ci_lo,recall_ci_hi,f1_mean,f1_std,f1_ci_lo,f1_ci_hi,ap_mean,ap_std,ap_ci_lo,ap_ci_hi,rank_1_accuracy_mean,rank_5_accuracy_mean,rank_10_accuracy_mean,rank_20_accuracy_mean
single_key,1,109,SVM,25,0.79668,0.007796740772057699,0.7880143640056846,0.8053456359943155,0.9933246666666666,0.0006471216005431157,0.9926054276412443,0.994043905692089,0.024831616161616173,0.0019276549679974738,0.02268913678931669,0.026974095533915655,0.8071507742971966,0.007093752974708325,0.7992664694434659,0.8150350791509273,0.79668,0.007796740772057678,0.7880143640056846,0.8053456359943155,0.7975823585805276,0.007570233266704815,0.7891684728558124,0.8059962443052429,0.868277868504746,0.00560669080961041,0.8620463490648691,0.8745093879446229,0.80988,0.93592,0.96498,0.9823000000000001
single_key,1,109,DT,25,0.7290399999999999,0.010398237030061075,0.7174829481857274,0.7405970518142724,0.863459101010101,0.005233724533158884,0.8576421124728634,0.8692760895473387,0.13651474747474748,0.005229366655139326,0.13070260247222884,0.14232689247726613,0.7388577621633039,0.008945429655049764,0.7289154235028693,0.7488001008237385,0.7290399999999999,0.01039823703006111,0.7174829481857274,0.7405970518142724,0.7288702237029638,0.009670167952696164,0.7181223794521611,0.7396180679537666,0.5668022668267233,0.013303707427339474,0.5520159491446787,0.5815885845087679,0.7290399999999999,0.73798,0.7523000000000001,0.7904399999999998
single_key,1,109,RF,25,0.89418,0.006536563827169957,0.8869149793412567,0.9014450206587432,0.9951819848484849,0.0011138799149081056,0.9939439703798538,0.9964199993171159,0.01414585858585859,0.0017633989965842396,0.012185940427247391,0.01610577674446979,0.8989313202949977,0.006055150024596413,0.8922013638249592,0.9056612767650362,0.8941800000000001,0.006536563827169958,0.8869149793412568,0.9014450206587433,0.8926326041282033,0.006819216243770147,0.8850534313093743,0.9002117769470324,0.9319568887004333,0.004495898655173642,0.9269599518582218,0.9369538255426447,0.89412,0.97464,0.9859799999999999,0.9927600000000001
single_key,2,180,MLP,25,0.79698,0.014508962747212509,0.7808541092594714,0.8131058907405286,0.9951486262626265,0.0008410126732191872,0.9942138882861066,0.9960833642391463,0.01805454545454546,0.002883549800700004,0.014849643088944242,0.021259447820146677,0.8017905001437703,0.013777508609079352,0.7864775792701268,0.8171034210174137,0.79698,0.014508962747212478,0.7808541092594714,0.8131058907405286,0.7937879126743553,0.014601534814558106,0.7775591333214807,0.8100166920272299,0.8617646864938656,0.013312577188571165,0.8469685105743295,0.8765608624134017,0.79698,0.95926,0.98264,0.9941800000000001
single_key,2,180,LR,25,0.8431799999999999,0.00707236405548621,0.8353194677191569,0.851040532280843,0.9964318585858587,0.00047620894086705093,0.9959025793062933,0.9969611378654241,0.013423232323232328,0.0014407461971604092,0.01182192448579202,0.015024540160672636,0.8506048562535033,0.006524391757103747,0.8433533641615774,0.8578563483454293,0.8431799999999999,0.0070723640554861715,0.835319467719157,0.8510405322808429,0.8433944155539307,0.006961445721685631,0.8356571627220154,0.851131668385846,0.9016010641555247,0.006659854414594566,0.8941990129883444,0.909003115322705,0.8431799999999999,0.96894,0.98622,0.99528
single_key,2,180,SVM,25,0.78338,0.009072945130074013,0.7732959351077323,0.7934640648922676,0.9940253636363637,0.0006612807018321814,0.9932903875714059,0.9947603397013216,0.023588383838383846,0.002009708912657318,0.021354706151672242,0.02582206152509545,0.7993499686369846,0.008119719200327353,0.79032536040347,0.8083745768704992,0.78338,0.009072945130074011,0.7732959351077323,0.7934640648922676,0.7858897076245923,0.009007874230663291,0.7758779653533533,0.7959014498958313,0.8622093471394635,0.0075320110270436095,0.8538379432703691,0.8705807510085579,0.7975399999999999,0.9395600000000001,0.96876,0.98536
single_key,2,180,DT,25,0.6654800000000001,0.012286069347028784,0.6518247294356858,0.6791352705643143,0.8314522474747476,0.0062498564315806365,0.8245058858556841,0.838398609093811,0.16851393939393944,0.0062416444641163,0.1615767049118327,0.17545117387604617,0.6760289141771567,0.012404129802463582,0.662242426100034,0.6898154022542794,0.6654799999999998,0.012286069347028772,0.6518247294356856,0.6791352705643141,0.6648124814232577,0.01214190812340111,0.6513174378980325,0.6783075249484828,0.4796106823162202,0.015618316986041613,0.4622518071398237,0.49696955749261673,0.6654800000000001,0.6769,0.69426,0.73678
single_key,2,180,RF,25,0.89252,0.006925917508412402,0.8848222347658843,0.9002177652341157,0.9954235555555556,0.0010168104105766664,0.9942934283458802,0.996553682765231,0.015031414141414146,0.0022217225056059067,0.012562095348238699,0.01750073293458959,0.897101857672107,0.006478683554701704,0.8899011676596076,0.9043025476846065,0.89252,0.006925917508412401,0.8848222347658843,0.9002177652341157,0.8912223873712616,0.007075880655610317,0.8833579465884556,0.8990868281540676,0.9263299910091354,0.004916671708323464,0.9208653887383283,0.9317945932799424,0.89242,0.97492,0.9867600000000002,0.9931200000000001
single_key,3,234,MLP,25,0.7859199999999998,0.014471005493745083,0.7698362965979385,0.8020037034020612,0.9947776666666668,0.0009121936916328509,0.9937638150177406,0.995791518315593,0.020019393939393944,0.002443888147318618,0.017303150612261245,0.022735637266526644,0.790184668887995,0.01527798260221963,0.7732040561128727,0.8071652816631173,0.7859199999999998,0.014471005493745097,0.7698362965979385,0.8020037034020612,0.7831528787735038,0.015146235922991613,0.7663186949741583,0.7999870625728494,0.8485144509795345,0.01333443403288127,0.8336939824148646,0.8633349195442044,0.7859199999999998,0.95662,0.9822,0.9937999999999999
single_key,3,234,LR,25,0.8466600000000001,0.008250909040826959,0.8374895816854325,0.8558304183145676,0.9968605252525253,0.00036770846724820823,0.9964518381071709,0.9972692123978798,0.01262505050505051,0.0013779482078970049,0.011093539077679635,0.014156561932421386,0.8545631694284785,0.007842292070250157,0.8458469057448831,0.863279433112074,0.8466600000000001,0.008250909040826959,0.8374895816854325,0.8558304183145676,0.8471200055052226,0.008074429592493595,0.8381457341069686,0.8560942769034766,0.9067606000675309,0.005938536387550455,0.900160253053566,0.9133609470814958,0.8466600000000001,0.9703,0.9866000000000001,0.99512
single_key,3,234,SVM,25,0.7862600000000001,0.009413111423257821,0.7757978595296869,0.7967221404703132,0.9939417272727273,0.0007239439428385336,0.9931371045627597,0.994746349982695,0.024142525252525263,0.0019872480697329708,0.021933811521214798,0.026351238983835727,0.803973813261532,0.008694077598293921,0.7943108381831309,0.8136367883399332,0.7862600000000001,0.00941311142325779,0.7757978595296869,0.7967221404703132,0.7896203008712966,0.009169670845634895,0.77942873082183,0.7998118709207633,0.8627036182380559,0.00754905356205758,0.854313272556072,0.8710939639200397,0.79872,0.9377200000000001,0.9657399999999999,0.98386
single_key,3,234,DT,25,0.62668,0.00820426718238746,0.6175614214706904,0.6357985785293097,0.8119046363636363,0.004341606699448649,0.807079186295739,0.8167300864315336,0.18805535353535355,0.004321199309481661,0.18325258512614134,0.19285812194456575,0.6365474317341697,0.008106045127937327,0.6275380214580267,0.6455568420103127,0.62668,0.00820426718238746,0.6175614214706904,0.6357985785293097,0.6259025939995067,0.008371817210424803,0.6165977930990477,0.6352073948999656,0.4314988854016659,0.010041830790179654,0.4203379589468493,0.44265981185648257,0.62668,0.6436,0.66368,0.7080799999999999
