feature_level,population,abs_correlation
6,mated,0.6379866759865012
6,mated,0.6063090999046419
6,mated,0.6396932719791071
6,mated,0.6069110861303318
6,mated,0.5815492909379582
6,mated,0.5755493262439461
6,mated,0.5631920625479301
6,mated,0.6069909177941737
6,mated,0.6004591698952589
6,mated,0.5455903041443757
6,mated,0.5790301802785837
6,mated,0.6137754893847797
6,mated,0.6121270475628153
6,mated,0.5812954257400905
6,mated,0.5930582941207534
6,mated,0.5940332862686664
6,mated,0.6329244782143824
6,mated,0.6087196145252505
6,mated,0.5909712211454733
6,mated,0.6215203297818785
6,mated,0.6095497578254645
6,mated,0.589230240872193
6,mated,0.5943182727411152
6,mated,0.5502547242320153
6,mated,0.5937209399040956
6,mated,0.5727134003508877
6,mated,0.5501307025691233
6,mated,0.5490166852509755
6,mated,0.5751506543740278
6,mated,0.5869285635181088
6,mated,0.5389302022067163
6,mated,0.6352403815288327
6,mated,0.4926529077779377
6,mated,0.48928671557487985
6,mated,0.5213891033878559
6,mated,0.5295584248917286
6,mated,0.46370076294624096
6,mated,0.45249954443863605
6,mated,0.4943254189133608
6,mated,0.5627005559945399
6,mated,0.5036298442982426
6,mated,0.3972178781715532
6,mated,0.5448343305871624
6,mated,0.560427257563444
6,mated,0.5739120634410992
6,mated,0.5863096244196518
6,mated,0.5668229286875037
6,mated,0.5821469092903422
6,mated,0.6296089325394737
6,mated,0.5913820929384358
6,mated,0.6198167394694987
6,mated,0.6155745309072483
6,mated,0.6397904650889852
6,mated,0.6073036837365872
6,mated,0.5371008796554286
6,mated,0.5676663181470859
6,mated,0.5629668321299162
6,mated,0.543355043049948
6,mated,0.5714406711147072
6,mated,0.6030395081350091
6,mated,0.5402565956452651
6,mated,0.5697199222973415
6,mated,0.5513356215009945
6,mated,0.6202333702402066
6,mated,0.5945851847166743
6,mated,0.5380745577138325
6,mated,0.6545647788879757
6,mated,0.5942989611348588
6,mated,0.5561661582718813
6,mated,0.627696122738971
6,mated,0.5351546441744717
6,mated,0.5936090017386383
6,mated,0.5669701387310123
6,mated,0.6336450984792737
6,mated,0.5911604754144048
6,mated,0.5755245976836496
6,mated,0.6139958097770416
6,mated,0.6205102767236348
6,mated,0.5652305045434491
6,mated,0.5751366399849672
6,mated,0.5288157292666792
6,mated,0.5493864403293676
6,mated,0.5542690475273773
6,mated,0.5784132497872237
6,mated,0.5381256677135301
6,mated,0.5831810259551535
6,mated,0.5209825440766457
6,mated,0.65283291849496
6,mated,0.5096022696469764
6,mated,0.5740389750809832
6,mated,0.5906468687513922
6,mated,0.517754094671292
6,mated,0.5772942606781382
6,mated,0.562532025069733
6,mated,0.4990214655336854
6,mated,0.5897301990902943
6,mated,0.5893124877318328
6,mated,0.5340224312858959
6,mated,0.47261537755838184
6,mated,0.580358677205633
6,mated,0.48830631264450336
6,mated,0.5818235537420895
6,mated,0.5750337777786174
6,mated,0.5448268648871019
6,mated,0.5738580961482965
6,mated,0.5849962392345917
6,mated,0.5819411570142258
6,mated,0.5688671009382497
6,mated,0.597847299148716
6,mated,0.5911290630481452
6,mated,0.5674392141459428
6,mated,0.6335519272329104
6,mated,0.5941935629668568
6,mated,0.5734279745186538
6,mated,0.6332067029769359
6,mated,0.5829731435529752
6,mated,0.580793410386087
6,mated,0.5775206036794783
6,mated,0.5708060935527717
6,mated,0.5921261766998691
6,mated,0.5864319443908271
6,mated,0.5786541229337204
6,mated,0.585986061458249
6,mated,0.6054914307528226
