stage,per_call_ms,mean_s,std_s,ci_low_s,ci_high_s,bytes_output
extract_features_batch,181.5877809000085,1.4527022472000681,0.010013712896177914,1.4449553332000504,1.4606582084001274,11648
transform_multimodal_batch,5.695892924950385,0.045567143399603084,0.00031944238222811864,0.04532791755590186,0.045803753200016215,26496
