feature_level,ratio,single_key_eer,single_key_decidability,stolen_token_eer,stolen_token_decidability,inversion_mean_correlation,inversion_std_correlation,n_inversion_segments
6,0.25,0.1641924447994744,1.9727720606570502,0.0885,2.74082285395325,0.5879279844373402,0.0330902142950894,16
6,0.4,0.16877180949990767,1.9586781086802871,0.08964393939393939,2.7641942338231758,0.6317174660480809,0.033407380984177615,16
6,0.5,0.16193735670001702,2.0099882516328518,0.0855,2.807507458154689,0.6801952918233597,0.02571300117360954,16
6,0.6,0.1574894802994086,2.0474575986372128,0.08504671717171718,2.818611335121064,0.7128395476649266,0.026718798462125975,16
6,0.75,0.15940015149984849,2.0298832525978416,0.084,2.8333788438095193,0.7590662950992768,0.02342697003720037,16
