feature_level,projection_ratio,n_victims,n_mated,n_non_mated,n_genuine_ref,mated_mean,mated_std,non_mated_mean,non_mated_std,genuine_ref_mean,genuine_ref_std,leakage_gap,sar_type1,sar_type2,sar_threshold_type1,sar_threshold_type2,verifier_eer,raw_eer
6,0.5,50,5000,40000,4950,0.6042656877036553,0.06547443375714551,0.3842620248709725,0.1623138098109445,0.8610861074043251,0.16580538602445766,0.2200036628326828,0.5908,0.0,0.1456017925757241,0.8243102295470865,0.07714343145743147,0.2677373807462379
